query_id,answer
WYzDpMeqObOUOsSS,0596b3e97c052957 ff72f67e032fe552 89127f3b9f00830b 8c4ae74abd1310bb 2b16c274debfcf60 97bc9f5dbbfe70ff 65e7b79b055bcf62 26d77da71edae8ed 7234b20ef22f006c 40c8d78ff1ea2ab4 8c7f6de3885b42bc 48c23d1047fb16ae 1bf0317580950970 4f16bfd4b199aff9 013c9208559ae203 b576fba52efb4dac d7dda0ff224e7a9e c075d931e3f71b69 971d9013d815d5df ff4b1eabe0cfab90 1fa213b84dd3a93d 9deddcb62d0e3b2a 158e20fd4b91d277 3c3326eeaf8a83ad 25ca8f2138b7e7a0 eaf227a0cb66091c b03e5ae596c0737f 5d6d8fa8865c2ca2 1897174715b1f4c6 00cef5603ac75900 d47656ee4097c16e 91e1b418fdb970ea 26eb259604d953fb 7e3869b9ec7aae28 9723f58d0667e8db c648090975d7c244 5b9b7bdbcd5f4568 91a8ac529ed3734b 1ded8d0ffe0e3309 b1c20d300bb6919d 11e2aa84694d24cc 4ee5fce4e08f132b f2ef42c0c2040e70 19a024dd4d81075a 4b4b894165e70baa 0b25564215c3d66b 846dddb42965c77a 4f092b8e8702ab70 7f4255274a8175af ff8b8004c979d185
c80WbnteLY5tGE8Q,d52a69bc0dca1bca 4b9501b2e6c86be5 4cefe963d149d7d6 5258e50d556a6499 1de436674e3069ee e7b8a9c2489c27d4 2a8708edc8afc44e 3f2ef01c7de38ccf 40a46741f9a6d611 22ac06289542b8f5 ddbb9da573c573d5 78970bf1a9bb56a9 a25690d25b7619de 78e7ccf3bff5d495 9e89c9bb9614bd91 0f0b89bcb54e643c 67ab0817d9b9ff54 e71f2a0fc4cbbc02 4f2a40995ef81fec 889f2fa3a033260e b57b71497c73409e 399c09dba304e02d ed470631b5ff57e8 ce61d5059d9dbfb4 0fab1162a595c4ea 116605933accf979 dc9dab98a2204b0c f08d549f7fc59cca db6e86617e46a62b 579af3355b771c27 dd4cbbb1d794a0e6 25080f0c6d80af37 816fa15b092ca905 92caa461da63df4c 86ca8c86bccb1280 cb9b0fee0f120b5c 98f2c215a9a75abe 826cbbe16d1afe99 f0e4bf2be089edb0 45bad483ef6f759f 066878742ef57075 83d0b2002aa7887d 890a26a3191e8b6c 9070bf946d2ba057 7790b2c165c9493b cdf6d948bb2aae70 1695610806668af9 b8ba4b13365f3221 c620a917f0873c61 ca529ce19f68fb4d
wTkkWHKBTXtUqTjr,9f2057a7cca9ec37 4357e2ede94abfe8 25e1c23826f98223 923bc76c1afc414e 75829fae143a7c39 4d298f640d14614c a662c67a9121863e 2e56cb77c472da43 0ac7fb6c25f6a582 664d2af15841f409 00673efbfb6d784d 572016d1f6381ae4 4fdc87f44f878a16 32236e77575ba4ff 5139dd438e8a7d1a edd4fe777931ec52 20aa1c4f7f28fda4 d5080866496544a8 2111cf27faa75abc aaf112a36245f35c f43fdb37670293a5 4787771aa399d274 20401d66279a3d7c b35103f2adfe46ed 35680eaf9f5c75de c38e4822e19c155c 0568dafb4b06b3f6 d8c9c36d73c8c5e7 4eb9bc0cdd36633d b6e7355228073575 ffdbf067b569f9c8 ac35e04086c739cc 91f1d469b630fc3a 940885678d0fb19d bf21d9a3b81fcfa2 9ee1267e34a1eaba a006085fb7881a73 4c25f0234c6ee708 8caae633c2bc6c82 ba126a433e9647a5 940ebfc2d57a8dec 812515879b088f65 67ca2ad48bd3908f 6b2fbf7420fdc98d 72566865a0d3cd37 0f47f8cef530cdd9 2275a56fea43e292 08a2176901d86916 f50b7f9b03ac3a82 2167f494e359d2cb
3xM8ugbzKe44HZuL,282a3506dd0e362b d768b039970bc556 fee1f0b579856309 09c0356ef081441a dac8195c0844d4ac 47f17e8323980d95 666f3f80f49bbb71 fa12835d5b4691ff 3efb205ff130698a 2920b74d7f2290fa a24712d7a810d50a 55057d7b1acc8840 5f38e5ab34418a28 4cc4ee9c775682f5 9755751c97420360 d2cdd27b01b57463 5f756cf84a7293fb b20f28fd9e20c3c9 2a09dd2eff8ced81 36102f9a224fbf52 73875435b07952f4 179a687b4d712489 516378941e68397c 92cabf8bb912020e 708b57208b9560ab c7b6c4267b3afbd2 ebafdd138c59e0c1 5016290acf34e9e1 4543b185a5e358ac e2cb247df6c7d435 edb8fcef971012cc c568d42ef4c526df 7cf1c8bb47530c3e c262679bcb4e5a43 35142685decf293f 891cb54203a5d780 512250732237ff57 96e33280c1a07fff 65080b2e2b34f7d7 5d04349804b99301 7e56a02ddfc580a9 cbfcb354794274b1 66685f2b621341e0 4e9a9cbfd25c1926 ae81eb37d88c3813 eab08a78199fc4dd f388c1c6e13eeb7a b68afe88f0f8753c be681768e2d14bf4 badeb394652d77ad
hwq7RkY9WlPbcjTD,b782b348ae2dc79c 9ba42d19223cb3be cca5b6ba687abb61 2507984d054dc191 bb7eabf6d8ba04f8 6f903d9f03f9b4ce 9bdaa86245fb7a79 eacac0bdcf5d3a55 c21d4c2ff51a6ac7 6b8dc94a46700433 3b0972d78c65c6aa b79cb8c44a92b930 41c3b796b5ee7917 6f0f0f4684b2a8fe cf2130fc9ec90016 29fa46d76e6fa346 b222d006926f90e6 b2c1564d6c718e26 bb3159fdde3b129b 84e1087478725d32 9239ef24a4b0f6de 27ac3bb5a8481285 170d21ca13b322c6 4d992edd341113f7 38e8a597d137189b 56b82c7f03fd6e05 3b156a75fb987546 5a8de82d8a5879ad cac1b8ef4cb20fd9 4fb78d09ca1409a0 4638cd1e1250d19e b8f227aabb8c1077 907b970ee150c3f6 f1fbc7e8a187cbbf a69916cedffe08ca dd3169d79f8f9a26 026c700478c0706a 586963c2dea9309d 26c5a4c358cbd1db e9685473dac6db42 637eaece1530f18e 80202d1d1f783c8e 124fc5946ebbbe30 b954adbf53bec513 158ea232ffe44a6f f697c9169f0cac90 97ac634a5976e0a6 821d60df6ba3cbb6 d31256bee3e76b68 3337e994759920dd
Y9xzReWwx69RUHIW,d7613c53bbd3dfec 292647966ff8a4a1 86b762622888a2c2 a7c861d059c9af53 14a59b7317602fc1 7ba628bbcfcb7be9 439d0be2bef14a93 1a321c04902eec6a 045b10531b61fe1d 93d54fdf20aba626 7469632c93c76757 a3e74d7cac1a51d5 b501032b4337cef3 27f4a6014dfe355b 2bfc9658355ff906 64ab103e8ce706aa 6d092664b70ecb31 eabe8f830f8fb761 a895044186a28be3 09c30eaf9864a081 e31f6bafb46b17bf f564b24f89cbb0e9 40d176340443234c 47b9ad4e8816cc13 c132fc2fbe43ea82 35463f8169be9172 af1d6056ac37b570 97913a9067a6402d 7a6a531d7c7fb3fc 59b2144fb64eee67 67e5456aed32739d cdac7c3c35a27999 d83502835c1de327 c31536f986a071e5 972b32016319482a 4a6d6bc4b14b7407 6a062fcf38b09ff5 698f930113b29d1f e00650fe421552a3 6dba013c132c593c d5c14e57db46f798 e478a4b86678d6e8 69334e4b5a086d34 35fcfc80a444a1f2 579d33cadfe2466a 99311814b1c03843 b0c6e1771bb3580d 9682254f5b7673cc 75723a602a8eae1c 36d99873d81ae404
4o8LDuekqpL74snY,7f52f8a6d0d7a4a3 650a6a71fef5f02a 73a5dd234b3eb29b a894407fcaf69ea1 3ae6d2767bb95bab b5e05faea6293f80 7567702520d29690 a2916bf68a62b70a 3a2adb6878bd710c 25639931c6fbb9a3 96c7720069c6ea87 b2f6e936f2c54c33 8ad32b2876c17a28 74e80ea23635664a 46364f9c69830eb6 a9aeb06896e3d7ac 536feaacde01acc7 7cccb88abacdcc80 cf7ce06fc40f7470 d43e23867224dae1 025e643e3b0de675 17b91cb6723ce1f9 1493be2e8bf27b6e a455ccd112e8743b 5b657a0d8bfd083f 17749387a49ef9cf c6763f6440135b03 0dc9665700018e7f 38fe73c679255703 4df94ea29cff9be1 9c93e931e91539bd f44e3004d1a56f69 ce696c174b5facb5 23463051689f7c57 43602b0d386313a5 2cce9d9692e3ca38 87a27814d95eafdc 33136a281f15fe94 f73366143bcb365f 868f7db317974050 6c6d89c1e3e273d3 cff78efdb314b40e 220e4acb7f6d3a6a 934f91077e3eb395 6bb1e11a0ce09aba 741d860b5e403dc4 39caa34538437113 bedac689bdbab044 3da8b98926a6d28e f738e7048b8d943a
YFIaP5RNiyovGZAJ,a5d097534365d3f3 929362d85d41e731 4033b4d51bedb242 56e708cb24b1b32c 43e4d2fd75f69e0b 94db697495452a37 95653ea48c79a128 7aac53f6d433b337 6447bb6bfeade7e3 b9a5778d923ed671 befa675af2587c60 5e628b66ef849228 9d41875f26b92ec3 9cb592e3d33985be c82daebb0e5abcac 105b0a351db21381 ad38f310420fde9d 990d8cb85745f9ce 8ca9ae6d276bc901 d9f891b5c0963d49 546d7cee66bc0c93 edf4a9ecfee633bd 0091c9cb54110ab4 de8861d1d0356dcd 69769d9cc542c6c6 8913e33d3ee1d7e6 568eb55535c2bea5 56127e602a6c288b e8cc2e736df612eb b1c8fa33a19c377f dc91f8844246c41b 224288571f27ab01 634332d39374dbc1 f64a4f54866d6fca 43a5daaa2d6ac516 5b3026d85b20e6b1 6b49de8334ae0f4d de7d500f4b5cae3e 81205c58784ceed7 add7429db0a597dd 6ad044d27174c2d3 f656298d910e33a1 6e8c52ade47ebda0 09c5ce6b2afc116a 9d37709e2dc3af93 1b308f4d11c10da5 51e41ea9c583f4c2 08e9116517ff248b 547e4b7dd3264b5b 0a31625527134939
moeU4xtRvMy8iQGB,bd286d2128facfa0 cfdd3b47f5c5f539 09eedecfe986f358 17eaed81bfc2891a 6d298a2ea9392623 8efe8008eefdd464 6d0277aafeed3ed0 d2fc8a46df7913e3 4babc60321698f7b 53b1c45583e39b1d 9b5f27686e22e42b 24d59eaaadc3eeaf 6b9790ddf18fdd18 ed8cdaa046087a3b 106e80b33adbc4e9 de45eb9038c15cb9 21eb972010552ed5 d0b4cd93c86414a6 b38cb64878a54a52 f51962a2e80fa07b 1fe315c5b18107b4 a588f88d12befebb e0b85f98f9b67a3a c928b476134b23b9 1e715c4d189cf4fa b055b68db4a16a0f 8d239d8afc2181f1 3b44db01f4b1363d c3cb2df68a405f86 659b74df6209fdd1 fd3802d3d52dd3a2 56438a089f6a8787 dd419289ff019d8f 8837ad377271b54d a1eb37b90d1f9e93 5ba6971aa22b0403 13443576fdb5f3cb 380e1c2d63205680 3de74ba9eb500ed8 77c6fd2ac5468a2b 975eb18c0faf322c 89be006ffe5a960c 39dc9e699507c398 04cdadeccd5f6a8e 68e28338e0e89696 6f7c374c8c8257e6 03f91b34ee5f2db1 2484e98107ae9f9b 3d6c6a67333fad1b b57ad585b95eef0b
REWsMK558OTQssGc,401d9dd9260ae744 0ecbc5d72591d85b 298c32e9f36b36a0 496b24d067574201 ab0cd8271988dfdd 439b990f52cf2c40 180082328e32f142 67114fcc42af8980 b69076ea52ea2915 ffe9ca4c40ad0fce 6a9b91c4bac41e1e fe9defb4c3928c5a c7813ecd565b704b 6b1a1f78ac99afe8 8ea74bf0b8834265 3b3da859262a0e10 9dc4eff2b2b91c6a 1bbd52951b7d4d32 fcd58edbf9878201 8124fdab3b1870ba 0fb1057800f5ff43 1405006c285af0aa c54bb00f6d164d0b caa6cddc7101937f a15b8aafe9147684 046c571c80d61188 6e8d7bb9190c76cb 0c54b2832bfbeea7 7654db1a58bc72d8 1b1484181797280c 61c6fde36250fcb1 1ec8e57a2f1b8386 28845a03a1e65199 4c3c5160fd1476da ef987ff8321060cd d933f7378c568220 692d0b525c7099aa ec26530379983e51 62e0c43382d0d274 f491c8d22e1d95ff e3815da96fb1d421 a4c261394182c4b4 785c34b0e6ad5f63 93d69591b87e7e8c 2d6fbf5871de773d abe520a8369b7afb b0c5118554abb2d4 14a5ef537f93e926 7a3fc279ed2ceba3 432e5fe7e659f156
6i6sqHNHpW2vRoPq,c04258f82da940cb 93c6e9de88ff4c77 b66b26e83e1c905c 8a6aacfdd35f49b4 d2a0ed2c451cce77 177f60bb21276ef1 8c866347786c8344 5ec778f51b8d7268 e3d0ed27bcae7b4a a1b50352ffa6eec2 6158ea07d95a73a3 27411d6a734a0a24 9c504561283dc225 a74c3a4c762776a6 f8c7029c636e703f e6f7a74a803d350c cd8ecc5126ea0b79 03cbd5fb9c14a683 257961e9b6476f78 d536a5fa7b29aa54 0d8916d9cc5e86e6 9d0ec73e63f5f93d e0aac19baf6e5d92 77c71f4059f9208d f1a40dbaadddd9fb a0752209ce4cccc0 71f5bcc62c09dfa0 19df3f4ce3fc8de6 82ae43618fb836e3 679c622b19035eac eb90e71c715c58f0 8cf60cb089c2452d a50634976e836219 7b5d555711eda13b 38486ff4aaa33680 329ede29819f9142 03033ef0e50f68a0 9d6e185299d12c1e 4421cc471564d05f 4a4c1c23f495ee06 757c7de4c50df9ae 7a3587f2e76d4225 758a9f7fcbfbd20b 60790f424afb1102 d0a6d87c3b8e871b d67d6c45232dd2ce 7fcc5c95ca551062 ebe8d41d13988dc0 e0887f9bbff15806 4594135787b3d9b6
YVFSp7MrPWqkZGjy,a367d604a0aac7bc 108f166ca099cd46 ee8dc1aae1cb2a12 83fe62e68b9dc569 178a7ca6afb27a57 822db7f24739485e 79f6d57b6d4feeab 121c4c8db9065ace 3716a89b0c3d35bc 892d3fee44f629ce 253c47947dc328db 34e278cfe5687804 7fef52cd2647d193 94142a10bb6fb7ee abc46cd6e5a7fc68 9e96be6aec1be4d3 c349f054190c12e8 7c7f92792780896a 466df77be4977090 bdd69adf48f177ec d8302aeba6822aad 3cd7c633ddbd7c8e e0513ee1d87f61bb 466c1ca21de6b393 04561ec3bd507993 bdeaf8dd4dfb8622 3fe815341909124a 2a4c2eb25eb91a5b 4d1d2a4f49cee909 0d9b8181d8ea0897 c20bbe7b9290f907 b97d412144e1abd9 7ff5a542e7d5ac41 c8983b1f66f7f773 cd2f1a7c508353c9 d25925952b20eb14 fedeb64734b41447 e3d3df6c9246fc5c 352721ff80f891a8 36775b3d121b2a7e ba455bd13e15b953 4758a58ecdb491c1 06702e636f359085 7b477963dc7063f5 7cc41a069af30080 9ab06e000eedbf7b 7bfc7b4848340e7b 5a12c6792981e167 d6b05a33a4938759 35ae65dfdd170ca9
6VU5eklwKCYW129S,80ccefd3c97a7a28 47e35f2ceda8e533 77491db5f9fea33e 68213ead30852bc7 5cc5d8c7b3ac2761 84222844f4686cf2 34613f63c2684675 3efdf7152464256e d9d0642e235b0196 262f030574887001 826488d7ca8ad689 122618b821d88330 8d29fed931c08c9e 2ccd5adf2090d52e 84527cb3558634f8 9b81e045b105e530 39ceef3df178f38e 44736deb687845bd 7f103c3691de8716 c62f771c181803cc 6a0d3025c57402fd 2abca13c261892a5 c47be434ae1d0a8f 848693b9636d2580 d5706c05d8cd2a1b 0613cb01d91f152c 24c4427d3ab92360 624f1f17febc58b3 df10724b99d01a37 601b39bd3c71a77f faa7f05d6887468d 56ead77caa6c56d0 e5cfdf54be878844 3d5db6f167f0ede9 dab8a1880008cd5e 0bc1a0f3bc30f235 84b54bd815a3df9c 5b711604d23d8d32 16d1593d4b95f617 98ddad6a802dfb87 09b968c4f4703478 f13ed1d38a8c617f cc1c7a82e5b85282 95144951d85c6849 bc93b0bd34dabf1a 3b3a8818a57f3ff6 89b4a24c3f60d137 561f96b042948620 cb7d38ae605700fd 68e45ba164016c54
jrfQ5Tqo8az9Gzxs,ee823179a3897cd2 a1a00ad74992ad02 14e3e3fb2119ae3f f8f5f916d7a9700e f7fe632445e76b64 b61636b4cea49835 5324897dca752ad7 b3736c7317762f7d 354e42f94c437e3a 878fd4f974800e1d 5a6ce1b5a7b9bdd7 07f4ada1723a319c ee6c7e719606e0b3 5629db007e56bb1e 6bafa865d78828b5 b1110532e92f6c49 cdb890798eae6fb5 3815016043e272d6 c43c3f0c7a25ed01 29e184efb713aa1c 97fc70d8cee76765 6b36e1f069918705 6a9e72b2bd76234c ebbee6583e6420f7 2cec105df493ac17 dc0281de5e9dca2e 9876dbdbb8dd8aff 59acbfaba41dcca5 dc82c6d1412f0128 5cf1d278f6de0b07 d9ed67ef3089fc99 0fa7dd58bd417c68 66ed58079f87f6f6 035b9aa875a292b6 b16d1896a117a603 26ab2a5cc77d7b19 036980accda7305d a15ab6736da146c8 dc072a5b770956b6 d6f349bd62c7276a b3fd0c3dc610a27e 1cb4b43acea1a065 35bf5a5791d87870 ac89a3b952524b50 4cad060dc7099caa 18e50059c26641ef ae86796a24125226 31c5a84f0685c758 7707ae37ea05d490 ef24a181222e97ca
6a5u8hUKA9TsvIL9,171e3ccadff2dc0c 43b74b56f02f08d2 377608520ba0df37 bb17ce4d3daacb64 d410c2b8a2ecf857 1c9f6b774ec5a533 4a43ed13ad5bfdcf 9b9d7601947c26de 0305c5964bce2bf3 3b99171e0ceb0f88 5be92a326ef514bd fc179e4183c1997d 00a1204617efb13e deabe49ac313d2f5 c9d9e0bc2e30014d 65c4b9675dcd75a3 ddc9ea1305f8c438 20e01ffd6f6110b6 e79958d9fa50c0a2 0d33a87cc8313072 4e88f66097825432 4b124611193e953a f72b02000f73ed2d bcc917a524f6d39f a70eca7f60451929 102b5d885aa19d38 84249d0853a049e4 9d7ca08c15425bf2 54728312cca78716 1e4c3ef197f53b8a 64dd3f6ca0cc6f3f eea8cc125a0b0ea2 9eb5c7e35284bb09 ba4333641ffb2e54 989fd5f4545362fc 5a64cd3f28200da9 3586c50230e89446 71b8bfefd170a4fe 8488afa5ef54638f be5bb5123ef02e05 1013068871d545d1 637f5f9ea86a77de 198df8d9acc5ae26 ac09a9001a4f743c 46c36f6f9060c1c5 8a2c3d72f4515e2a f23046e50326f620 3a7826e18a1563c9 ea060f97dbf9a077 b309fd450d4e19e4
M9fM6pfMhsMxRF9Q,1914a069242f9275 525761782344f003 985dbaef38d36482 5ae7063fdbfb94f1 c9a6e2f218155d85 21eba105c658522b 6c0a9d292d914a8f 67636732305b0503 2e7f6708d9db0c68 49c8d0af9f67b4b5 f2af7e1f31c73882 1248a942a281d7a0 c543583c03739883 f494e6a544f83670 1b978f5c50837b66 26cbb7a04756a160 4c67f637779bf8a8 3cfc4da17e213391 fc5c81a1432ff4e5 dc5b9a427c381ce8 83be8bcd022dba7b 9f14fb4b03c9061c e96370a95f8aa28c 102602db8072d48c d2b521a5d513427a a1f790d089bafa6c 094841e361a0c4a9 cddbca2e51197929 ae7e05ce83f184eb 3db5d0000b114290 c34ac28e8606192c b07c4b346441ba19 0b7a306530ce6e6a 392f6431b84c1d2b b8b003870c92360f 0aa71cbf887ccb79 10d3bf47f6e68283 d238ec60e8b175a5 ac47356f5a8c94c7 36870eff590dfeae dbe90b77b011745d 429fd8223876c092 9ff6af216c4a69d9 d2167398fdb897a4 3a311f4fbabf56dc 17f628ac2848547a c5caa70a3130b631 12e7cc1f0e9e4eb6 017365c38bd7d1dd 8e4c0101eecf11e6
ZUNKHIbN6jGcm7j1,58300ca933f040f5 034bb4b96d09e431 1f48b183d6935682 934adb94caabbc23 120c4b0fc830eca3 4109034e512d5625 5d18dc2a0fae10f2 6e478437cb0bb55a 8b94f065af31269b ad92f7074ebb119e 58109177dc959723 b8de730bbd4bcc1c 8c2289002ab36e42 ef287ef3aa7744ab 4a883d4201e01178 ac57251705983862 835824e926385890 1fbb0e6a28953e1a d8cf5242c6738193 eb659a9f2cd4635c 3de11e31f36b4daf 45f891b29baa9803 3e1319ef73ccfa3d fb46e8584c7f7513 fadcbebe817efff2 917bbeb3c06689c7 e00cabad84aa3f84 42a965cf4fced248 94de88c575d01858 af5c05c1b7f38f84 cecad39afa4e0301 b958f0b79f8e0d8d 22fbd0f00d32c274 54b440156e7288ac bd12d7bcc12519b9 a405298d62c9bf24 eec4f209dcd6708d f84e2e12043c211c fc86dae41c81a828 707b59ca6d01360f 6adba59899e85105 4b0cb9c42d083778 6fdda416d0e72edd 9534d1fabb81710d 0e2b9895de4c5d3d 2811287ccd261c09 7c402dba33ee185e 1f1da5d8632ab8c2 f9cef622509b3d4e 49c9037c696e8925
D1vAousFIsf0mgJI,4a3005f2ae605416 51c158858d4959a0 9cabd0981e2328d6 745cd328db1f4b1d 02ca0ab01c284074 16a29586255cc3e6 36de43562393223b ae4d78bc5071e5a7 fd107cc06287e50f 5bead6d68f82560e 86680567ead7038a 8878d7cb35873430 892f5c7332850a89 697a143ca0832c64 c9cc7eea70317116 d87c2efe2d13d40c f3e454075318b76f 5aaaab32c255de05 481a532e9797ab7e 7a5acc3ae4eee1df 5c4d58b4a241d72a 9c5f167ae7fd9e93 d6879d522cf10d7b a1712c048ab6f291 bb00f7e0e8f5f5c4 c98ec8e9bf9dd441 80f7cd44fda8b8ee 35d1e4278d1bce2c 13968fa5199418f4 9886cfa3f4e2620d 5ed2dcab0e889545 c7fc17d2c777ded0 2611652509739fd5 92d967936548add5 28ed6c0664ce393e 1632e1da0533e8c8 60863a7138769ba0 fb76395cfbc9e783 939d863e84893997 7fd4654cb00079dd 548ee0cb8b9351fc e39825047e3e3880 34b595a3b1fde5dc b6d907053ec45c7e 4941eaf310f93ec0 4904e88d76be97b5 60420accbbad9b04 9a4cc3ed8228ba88 ea432e827c364c4f 126540147ad695c1
QRsMr1ELCrZvKx4Z,a04e2d604865ab24 51ec81f0585bf4eb 102db22615f746c4 ecdc18ef5ee78f1a 79ac2071451f1c79 bce1401af39b5d9e 9b7b88f225ec54c1 9e651aaace22ded3 8d8839b828c83f42 9f6c71144b933b33 e8b2b4c8d99bf7ac afa79b7980430a3c cde4d46aa5053550 c620520dff5fa786 cc967e3ec38d8af9 d51f194ebc4ef425 cecb8b914ba8326b 9e45420a997946f9 9688bbee82f22ac5 0d4476137de3ffc6 31b069c9f83125eb 37dbca2c792888f1 71e5bc02a714f8bc 602e54f49f391ea6 7c932caf1ad8c548 58a199bf5fe3eaa9 0072f756ae66cc31 184dc8e6ef5ed8cc 518a22c2ccf5e50a bc9886d6d2337f92 80d1f343a6ff3d30 b531cd0908e7ddd4 8bc474ead33d250b d2b66b1552d79376 3ccf58de464d2da7 91e008eff5106793 babf815ba4f8bf4f 3bcc2152910fb805 252dfdce51ae6227 3fe8a55555071705 74576246ffd411da 4818b98ca9108493 8e76454f13d10385 06cf09b811e02983 d44556efcc52d0ae 02982e8af12086b8 355c9892b74e344b c7673eab35040b54 43903497ef6f00ff 524dedef294368b8
xfVMQUM4hWGyzCXO,baed3f2f68220047 7ab942126e5ea930 0afd7fde319148b5 56f740fed69e4f9f 8602dd48ecc4020b 5069a3019a3f1646 b1d1e4c192dda06b 562df634ff33aedd d19c98ed6565ee6b 1b60785c05503396 523428a338a94114 ba313163b6d7df6e 31a319abcf6e70b0 b8af396d3180e6d1 91e3c75777c93c71 577bbd98b96ee2bc 29bb2d02b4cb082d 20a47c6425cb4c69 c0a1189464abe2f5 6781bc5afb8ec29e 56497254bdc2a39e fd5d2fad0de3cc21 c73aac91b7c6be31 7b41f6cbfc59971b 8ab8328b8a928aea 32bff037111f46e0 59be1948751efe89 652300a0f3330532 20ffba6cec061290 e5b9ea9ca90ddd5e e7b64a6594202eaa c9ad7986584811b9 794d0e99945a4b6e 5acb6a8c39360a5e 9b75cb36a93b71e2 aa35025e86fbd59e a8cf50add4dbf835 a259abd1703e1aef 03ede019ab1ec67f f65724c5683a60c4 eb59d856a7aadcab a5e74915a78b57b1 4b42af84dcbe6c16 d2f3bc51fbbca6dc e5a08afd6b844316 864e41e01c515b80 607615d274903dff e66b677ddd9b37c9 8405a9a20c856993 843fa7442db2a11f
O9wroYovKN9N8qHK,65c8be0c5f9b31c9 427578bb55065aa8 90ed91bb9d5927e2 450287c6ddd006e1 ce6aa6cd72691ffb eb858b55ff800b45 d494469ed0efd659 acf5d45d0c78a951 4f42b831ead0a78c 5cb10c8357c66014 27eadfc3a1d9e50d fd70f53639e65a91 b71b691fe0be886e 262a5c1df935e50c a0b62a3d8350f1e5 c09de9c5f8539026 eb75a3624c4fbc4d c5a378cffad4f44b d1a883afe4a99d6a 79b420e5a9836e86 676950bfabc5eed3 2255fb812cfef8df 3207daecf49f7b33 a31004de61b6ab9f d661d08c109b7e2f ef2e6651a42f269e e3b5e56ec8580061 649fa6812c7f9bfe 388c2cab34c2f126 b3cfa6a2a39c19b8 d5fb71345b726158 b333e1150ec4e6db 3c8b3778ba5e0195 1224c78c8e59ee00 0b0fd4228c60160e 4e32fc5da776b668 5111ae5e920121e7 8e27f99868727814 56d8ae006d5de51a 0379271803cb8f9d 42b0e9c5ae65850b ce332bb31b261d4e 715cec4a1679c8db 9207da4e9600a898 003fc6521498a7ea adc6c77193ae77e1 2b47a6f9179e5dc8 558c7e8c953d8b27 1cbbcb63e2c5eb64 c465ea81f4013106
UPP0pDFPK4Gmgklb,919aefc6bbb5a5f5 d5394cf5ae9db5b8 d876f7d223802796 c4404b95510a506d 329ffe5303e1c432 e8e25997939b8695 4e933eb80c24829b 71dd19d92c9ed76f 15110e6605865843 8198e21fa6dc25eb d1a6efd90970a6a3 4014be84126633a0 4686663a4a15417d 0af7541f06b702ad ab17a55db72003f1 e7a9a160ce95b22b bd845ef6021d19c8 ebf770ba65ec21f9 4d1a8b04b73a30a6 b6c93be1129c5470 c5945af9134655d3 4388c241b49b40c9 99a0d340297c9ad1 abd9ac0e2fa3a619 0fbb503ef50a74fb 693da9dfdc4d3ef7 41a1f0a168ac0afb 0fc3f3715107f717 239f04f6b559b678 9ff9fc23d291df63 704c461a7b8c8781 967be188a9ddafe8 573ce09891c3d7fd 9c60c2b1cc78fa56 4fea99fabb1e5b0c 68184e28544ea425 61bb97cd1b144fdf 215749b47769f39a 0589f842ccff96f9 7722da9b49ad6fa1 76729dc5100799f3 3563c17c41b4f574 67d84a322b921cb7 48a775529cbf52ed 0725f3cafc908325 83bc3fe6dd2c462f af96a00cd3abb0a9 5e237acacec3a2e0 497263fa93cdccd0 be888d1ed2b1ecee
Ca9gg6JKpqV9DXPQ,27a9f0f8fb30bc3e 7206e5a9f4ff0ea1 452a004555f3e674 091df7c67a4c1c14 8e72c99b09d2d767 1bb15e449420de01 06a8dff151902caa 41216275fb8bafc8 7e155aee09801f96 fcd94ca89372aee6 c3f7392e3ad3161f 18280bdad21f8d09 7285ceb71c4984ff f12c191ea27af40b 54ba3237a26211b1 6963efc01d7973b6 05a3d3ea5824c9dc 0c0cbefeb76e5ab1 6b6673ba89ad438a 4bcfb3ddd9136192 434b6a837f14f49d c515fd1f141a7de2 9c1faee00d789bd7 7ca91f811bb5eafb f92b1fd0bfa8dd56 e49e19c4c4f3d4de 208c37dd100a95df 7764cdf4292d5b46 43b25d938bc655e3 3515243524be09fc 88d1c185c1371222 001de14a6b469e10 3f720de4623a91ea 66f4651f1d7eb17b b90f5c64c9a657aa 634cd98e55c343e3 08055c3d2ce147fb 32d521a02e4692dd 76a21dca7d06b12c 20be2ec5fc024a8d d728d0e6821a4f8f 3e0997826f72f2e1 19c4b8edad5ecdab a3cf45b12203f3aa 3ce15667af1573ce 918ebb6eee231dd8 418d625a96474883 b58081fae7bb5483 efc3f48d050af535 00b509dd73c52755
